"Any","Mes","Desc_Mes","Temperatura"
1899,08,"Agost","23.4"
1899,09,"Setembre","21.1"
1899,10,"Octubre","17.9"
1899,11,"Novembre","12.5"
1899,12,"Desembre","7.7"
1900,01,"Gener","8.0"
1900,02,"Febrer","10.5"
1900,03,"Març","8.8"
1900,04,"Abril","13.1"
1900,05,"Maig","16.3"
1900,06,"Juny","20.8"
1900,07,"Juliol","23.9"
1900,08,"Agost","22.1"
1900,09,"Setembre","21.3"
1900,10,"Octubre","16.6"
1900,11,"Novembre","10.9"
1900,12,"Desembre","9.7"
1901,01,"Gener","8.2"
1901,02,"Febrer","4.8"
1901,03,"Març","9.6"
1901,04,"Abril","12.5"
1901,05,"Maig","15.8"
1901,06,"Juny","20.7"
1901,07,"Juliol","22.4"
1901,08,"Agost","22.3"
1901,09,"Setembre","20.2"
1901,10,"Octubre","14.0"
1901,11,"Novembre","9.6"
1901,12,"Desembre","6.7"
1902,01,"Gener","7.6"
1902,02,"Febrer","8.7"
1902,03,"Març","11.1"
1902,04,"Abril","12.8"
1902,05,"Maig","13.2"
1902,06,"Juny","17.3"
1902,07,"Juliol","22.3"
1902,08,"Agost","21.3"
1902,09,"Setembre","18.7"
1902,10,"Octubre","14.5"
1902,11,"Novembre","10.9"
1902,12,"Desembre","7.6"
1903,01,"Gener","6.9"
1903,02,"Febrer","8.4"
1903,03,"Març","9.7"
1903,04,"Abril","11.1"
1903,05,"Maig","15.6"
1903,06,"Juny","18.7"
1903,07,"Juliol","21.9"
1903,08,"Agost","22.4"
1903,09,"Setembre","19.1"
1903,10,"Octubre","16.6"
1903,11,"Novembre","10.9"
1903,12,"Desembre","7.1"
1904,01,"Gener","6.6"
1904,02,"Febrer","9.0"
1904,03,"Març","9.1"
1904,04,"Abril","13.4"
1904,05,"Maig","17.2"
1904,06,"Juny","20.0"
1904,07,"Juliol","24.6"
1904,08,"Agost","23.7"
1904,09,"Setembre","19.2"
1904,10,"Octubre","15.7"
1904,11,"Novembre","10.5"
1904,12,"Desembre","8.8"
1905,01,"Gener","7.0"
1905,02,"Febrer","7.6"
1905,03,"Març","11.1"
1905,04,"Abril","13.8"
1905,05,"Maig","14.7"
1905,06,"Juny","19.9"
1905,07,"Juliol","23.9"
1905,08,"Agost","22.7"
1905,09,"Setembre","18.8"
1905,10,"Octubre","13.0"
1905,11,"Novembre","9.3"
1905,12,"Desembre","7.5"
1906,01,"Gener","8.2"
1906,02,"Febrer","7.2"
1906,03,"Març","8.8"
1906,04,"Abril","10.7"
1906,05,"Maig","15.3"
1906,06,"Juny","20.3"
1906,07,"Juliol","22.0"
1906,08,"Agost","23.7"
1906,09,"Setembre","19.8"
1906,10,"Octubre","16.3"
1906,11,"Novembre","11.6"
1906,12,"Desembre","7.4"
1907,01,"Gener","7.1"
1907,02,"Febrer","7.2"
1907,03,"Març","9.8"
1907,04,"Abril","11.7"
1907,05,"Maig","14.7"
1907,06,"Juny","18.5"
1907,07,"Juliol","20.4"
1907,08,"Agost","22.4"
1907,09,"Setembre","18.9"
1907,10,"Octubre","14.2"
1907,11,"Novembre","11.0"
1907,12,"Desembre","9.3"
1908,01,"Gener","7.4"
1908,02,"Febrer","7.9"
1908,03,"Març","8.2"
1908,04,"Abril","10.3"
1908,05,"Maig","17.0"
1908,06,"Juny","19.2"
1908,07,"Juliol","22.1"
1908,08,"Agost","22.0"
1908,09,"Setembre","19.2"
1908,10,"Octubre","15.8"
1908,11,"Novembre","11.7"
1908,12,"Desembre","8.6"
1909,01,"Gener","6.3"
1909,02,"Febrer","5.7"
1909,03,"Març","9.0"
1909,04,"Abril","12.3"
1909,05,"Maig","14.8"
1909,06,"Juny","17.4"
1909,07,"Juliol","20.4"
1909,08,"Agost","22.0"
1909,09,"Setembre","18.0"
1909,10,"Octubre","16.4"
1909,11,"Novembre","9.9"
1909,12,"Desembre","9.5"
1910,01,"Gener","7.8"
1910,02,"Febrer","8.9"
1910,03,"Març","9.5"
1910,04,"Abril","11.2"
1910,05,"Maig","13.4"
1910,06,"Juny","19.7"
1910,07,"Juliol","20.8"
1910,08,"Agost","21.8"
1910,09,"Setembre","18.4"
1910,10,"Octubre","15.8"
1910,11,"Novembre","12.1"
1910,12,"Desembre","9.7"
1911,01,"Gener","6.7"
1911,02,"Febrer","9.1"
1911,03,"Març","10.2"
1911,04,"Abril","12.0"
1911,05,"Maig","15.6"
1911,06,"Juny","19.1"
1911,07,"Juliol","24.3"
1911,08,"Agost","25.3"
1911,09,"Setembre","22.4"
1911,10,"Octubre","16.3"
1911,11,"Novembre","12.4"
1911,12,"Desembre","10.8"
1912,01,"Gener","9.4"
1912,02,"Febrer","10.7"
1912,03,"Març","12.7"
1912,04,"Abril","12.2"
1912,05,"Maig","16.8"
1912,06,"Juny","18.7"
1912,07,"Juliol","21.1"
1912,08,"Agost","20.6"
1912,09,"Setembre","17.0"
1912,10,"Octubre","14.0"
1912,11,"Novembre","10.0"
1912,12,"Desembre","8.7"
1913,01,"Gener","9.3"
1913,02,"Febrer","8.6"
1913,03,"Març","10.0"
1913,04,"Abril","10.1"
1913,05,"Maig","13.5"
1913,06,"Juny","16.2"
1913,07,"Juliol","21.1"
1913,08,"Agost","22.1"
1913,09,"Setembre","19.5"
1913,10,"Octubre","16.7"
1913,11,"Novembre","13.6"
1913,12,"Desembre","9.0"
1914,01,"Gener","4.9"
1914,02,"Febrer","10.2"
1914,03,"Març","11.3"
1914,04,"Abril","13.5"
1914,05,"Maig","14.5"
1914,06,"Juny","17.9"
1914,07,"Juliol","20.5"
1914,08,"Agost","21.2"
1914,09,"Setembre","20.7"
1914,10,"Octubre","14.9"
1914,11,"Novembre","10.4"
1914,12,"Desembre","9.0"
1915,01,"Gener","6.7"
1915,02,"Febrer","7.6"
1915,03,"Març","9.7"
1915,04,"Abril","10.8"
1915,05,"Maig","15.7"
1915,06,"Juny","19.7"
1915,07,"Juliol","21.8"
1915,08,"Agost","21.7"
1915,09,"Setembre","18.7"
1915,10,"Octubre","13.8"
1915,11,"Novembre","10.2"
1915,12,"Desembre","10.0"
1916,01,"Gener","9.1"
1916,02,"Febrer","7.9"
1916,03,"Març","9.4"
1916,04,"Abril","12.1"
1916,05,"Maig","16.6"
1916,06,"Juny","18.1"
1916,07,"Juliol","21.9"
1916,08,"Agost","23.6"
1916,09,"Setembre","18.1"
1916,10,"Octubre","15.8"
1916,11,"Novembre","11.5"
1916,12,"Desembre","9.1"
1917,01,"Gener","6.1"
1917,02,"Febrer","7.0"
1917,03,"Març","8.9"
1917,04,"Abril","10.5"
1917,05,"Maig","15.7"
1917,06,"Juny","20.2"
1917,07,"Juliol","22.4"
1917,08,"Agost","21.1"
1917,09,"Setembre","21.4"
1917,10,"Octubre","14.7"
1917,11,"Novembre","10.7"
1917,12,"Desembre","5.0"
1918,01,"Gener","7.7"
1918,02,"Febrer","9.0"
1918,03,"Març","9.2"
1918,04,"Abril","10.6"
1918,05,"Maig","16.0"
1918,06,"Juny","18.6"
1918,07,"Juliol","22.0"
1918,08,"Agost","22.4"
1918,09,"Setembre","20.9"
1918,10,"Octubre","13.0"
1918,11,"Novembre","11.1"
1918,12,"Desembre","10.3"
1919,01,"Gener","6.2"
1919,02,"Febrer","8.9"
1919,03,"Març","10.1"
1919,04,"Abril","11.4"
1919,05,"Maig","16.2"
1919,06,"Juny","20.4"
1919,07,"Juliol","20.1"
1919,08,"Agost","24.3"
1919,09,"Setembre","19.8"
1919,10,"Octubre","12.5"
1919,11,"Novembre","9.0"
1919,12,"Desembre","8.5"
1920,01,"Gener","9.0"
1920,02,"Febrer","9.9"
1920,03,"Març","11.0"
1920,04,"Abril","13.3"
1920,05,"Maig","18.9"
1920,06,"Juny","20.6"
1920,07,"Juliol","21.0"
1920,08,"Agost","21.3"
1920,09,"Setembre","19.4"
1920,10,"Octubre","15.6"
1920,11,"Novembre","11.0"
1920,12,"Desembre","7.6"
1921,01,"Gener","9.1"
1921,02,"Febrer","8.1"
1921,03,"Març","10.3"
1921,04,"Abril","11.5"
1921,05,"Maig","15.1"
1921,06,"Juny","20.4"
1921,07,"Juliol","24.4"
1921,08,"Agost","22.2"
1921,09,"Setembre","21.0"
1921,10,"Octubre","18.5"
1921,11,"Novembre","11.0"
1921,12,"Desembre","8.9"
1922,01,"Gener","7.7"
1922,02,"Febrer","9.8"
1922,03,"Març","10.4"
1922,04,"Abril","12.4"
1922,05,"Maig","19.1"
1922,06,"Juny","19.4"
1922,07,"Juliol","20.7"
1922,08,"Agost","22.8"
1922,09,"Setembre","17.7"
1922,10,"Octubre","15.0"
1922,11,"Novembre","9.8"
1922,12,"Desembre","7.5"
1923,01,"Gener","5.9"
1923,02,"Febrer","10.1"
1923,03,"Març","10.0"
1923,04,"Abril","11.3"
1923,05,"Maig","15.3"
1923,06,"Juny","17.6"
1923,07,"Juliol","23.6"
1923,08,"Agost","25.1"
1923,09,"Setembre","19.1"
1923,10,"Octubre","17.8"
1923,11,"Novembre","10.1"
1923,12,"Desembre","7.3"
1924,01,"Gener","8.1"
1924,02,"Febrer","5.6"
1924,03,"Març","10.9"
1924,04,"Abril","13.5"
1924,05,"Maig","18.0"
1924,06,"Juny","20.5"
1924,07,"Juliol","23.1"
1924,08,"Agost","20.5"
1924,09,"Setembre","19.8"
1924,10,"Octubre","15.7"
1924,11,"Novembre","12.2"
1924,12,"Desembre","8.9"
1925,01,"Gener","9.0"
1925,02,"Febrer","8.2"
1925,03,"Març","7.5"
1925,04,"Abril","12.0"
1925,05,"Maig","15.5"
1925,06,"Juny","21.1"
1925,07,"Juliol","21.3"
1925,08,"Agost","22.6"
1925,09,"Setembre","18.4"
1925,10,"Octubre","16.2"
1925,11,"Novembre","9.9"
1925,12,"Desembre","8.0"
1926,01,"Gener","8.5"
1926,02,"Febrer","11.6"
1926,03,"Març","12.0"
1926,04,"Abril","13.4"
1926,05,"Maig","14.2"
1926,06,"Juny","18.7"
1926,07,"Juliol","21.6"
1926,08,"Agost","22.8"
1926,09,"Setembre","22.1"
1926,10,"Octubre","17.1"
1926,11,"Novembre","11.5"
1926,12,"Desembre","7.0"
1927,01,"Gener","8.3"
1927,02,"Febrer","8.9"
1927,03,"Març","10.7"
1927,04,"Abril","14.4"
1927,05,"Maig","16.8"
1927,06,"Juny","19.9"
1927,07,"Juliol","22.6"
1927,08,"Agost","23.2"
1927,09,"Setembre","20.1"
1927,10,"Octubre","16.3"
1927,11,"Novembre","11.4"
1927,12,"Desembre","8.6"
1928,01,"Gener","7.8"
1928,02,"Febrer","10.2"
1928,03,"Març","10.3"
1928,04,"Abril","12.0"
1928,05,"Maig","14.7"
1928,06,"Juny","20.4"
1928,07,"Juliol","25.7"
1928,08,"Agost","25.4"
1928,09,"Setembre","21.7"
1928,10,"Octubre","16.5"
1928,11,"Novembre","11.5"
1928,12,"Desembre","7.7"
1929,01,"Gener","5.3"
1929,02,"Febrer","7.3"
1929,03,"Març","10.4"
1929,04,"Abril","11.9"
1929,05,"Maig","15.9"
1929,06,"Juny","21.4"
1929,07,"Juliol","24.3"
1929,08,"Agost","21.9"
1929,09,"Setembre","21.2"
1929,10,"Octubre","16.0"
1929,11,"Novembre","11.4"
1929,12,"Desembre","10.3"
1930,01,"Gener","9.0"
1930,02,"Febrer","6.3"
1930,03,"Març","11.0"
1930,04,"Abril","12.3"
1930,05,"Maig","15.7"
1930,06,"Juny","20.7"
1930,07,"Juliol","22.0"
1930,08,"Agost","22.5"
1930,09,"Setembre","21.1"
1930,10,"Octubre","17.1"
1930,11,"Novembre","13.9"
1930,12,"Desembre","9.1"
1931,01,"Gener","8.0"
1931,02,"Febrer","7.3"
1931,03,"Març","11.8"
1931,04,"Abril","12.7"
1931,05,"Maig","16.1"
1931,06,"Juny","22.7"
1931,07,"Juliol","22.7"
1931,08,"Agost","22.2"
1931,09,"Setembre","17.6"
1931,10,"Octubre","15.6"
1931,11,"Novembre","11.9"
1931,12,"Desembre","7.0"
1932,01,"Gener","8.8"
1932,02,"Febrer","5.0"
1932,03,"Març","10.1"
1932,04,"Abril","11.0"
1932,05,"Maig","15.2"
1932,06,"Juny","18.0"
1932,07,"Juliol","19.7"
1932,08,"Agost","23.6"
1932,09,"Setembre","20.8"
1932,10,"Octubre","15.5"
1932,11,"Novembre","12.2"
1932,12,"Desembre","10.0"
1933,01,"Gener","6.5"
1933,02,"Febrer","8.8"
1933,03,"Març","11.0"
1933,04,"Abril","14.3"
1933,05,"Maig","16.7"
1933,06,"Juny","16.7"
1933,07,"Juliol","23.6"
1933,08,"Agost","25.3"
1933,09,"Setembre","20.7"
1933,10,"Octubre","16.6"
1933,11,"Novembre","9.0"
1933,12,"Desembre","5.6"
1934,01,"Gener","6.9"
1934,02,"Febrer","8.2"
1934,03,"Març","9.9"
1934,04,"Abril","12.1"
1934,05,"Maig","18.7"
1934,06,"Juny","21.5"
1934,07,"Juliol","24.4"
1934,08,"Agost","21.4"
1934,09,"Setembre","21.1"
1934,10,"Octubre","16.9"
1934,11,"Novembre","8.9"
1934,12,"Desembre","10.9"
1935,01,"Gener","5.9"
1935,02,"Febrer","8.5"
1935,03,"Març","10.2"
1935,04,"Abril","13.0"
1935,05,"Maig","13.8"
1935,06,"Juny","21.1"
1935,07,"Juliol","24.2"
1935,08,"Agost","22.4"
1935,09,"Setembre","21.2"
1935,10,"Octubre","14.6"
1935,11,"Novembre","11.2"
1935,12,"Desembre","8.8"
1936,01,"Gener","10.5"
1936,02,"Febrer","9.6"
1936,03,"Març","10.7"
1936,04,"Abril","12.4"
1936,05,"Maig","14.9"
1936,06,"Juny","18.4"
1936,07,"Juliol","21.3"
1936,08,"Agost","22.7"
1936,09,"Setembre","20.8"
1936,10,"Octubre","13.7"
1936,11,"Novembre","11.1"
1936,12,"Desembre","7.5"
1937,01,"Gener","9.3"
1937,02,"Febrer","11.4"
1937,03,"Març","10.0"
1937,04,"Abril","13.2"
1937,05,"Maig","17.4"
1937,06,"Juny","20.9"
1937,07,"Juliol","23.4"
1937,08,"Agost","24.4"
1937,09,"Setembre","20.6"
1937,10,"Octubre","15.3"
1937,11,"Novembre","12.4"
1937,12,"Desembre","7.1"
1938,01,"Gener","8.1"
1938,02,"Febrer","7.8"
1938,03,"Març","12.4"
1938,04,"Abril","12.4"
1938,05,"Maig","14.3"
1938,06,"Juny","21.1"
1938,07,"Juliol","22.8"
1938,08,"Agost","22.3"
1938,09,"Setembre","19.3"
1938,10,"Octubre","16.5"
1938,11,"Novembre","13.5"
1938,12,"Desembre","8.1"
1939,01,"Gener","9.4"
1939,02,"Febrer","9.5"
1939,03,"Març","9.0"
1939,04,"Abril","12.7"
1939,05,"Maig","14.2"
1939,06,"Juny","18.4"
1939,07,"Juliol","21.6"
1939,08,"Agost","22.0"
1939,09,"Setembre","19.4"
1939,10,"Octubre","15.4"
1939,11,"Novembre","12.1"
1939,12,"Desembre","8.0"
1940,01,"Gener","6.8"
1940,02,"Febrer","10.2"
1940,03,"Març","12.1"
1940,04,"Abril","13.1"
1940,05,"Maig","16.3"
1940,06,"Juny","19.1"
1940,07,"Juliol","21.2"
1940,08,"Agost","22.1"
1940,09,"Setembre","20.1"
1940,10,"Octubre","14.5"
1940,11,"Novembre","11.4"
1940,12,"Desembre","5.9"
1941,01,"Gener","6.2"
1941,02,"Febrer","8.6"
1941,03,"Març","11.3"
1941,04,"Abril","11.9"
1941,05,"Maig","13.8"
1941,06,"Juny","19.8"
1941,07,"Juliol","23.1"
1941,08,"Agost","21.1"
1941,09,"Setembre","19.1"
1941,10,"Octubre","15.0"
1941,11,"Novembre","10.3"
1941,12,"Desembre","7.1"
1942,01,"Gener","6.1"
1942,02,"Febrer","5.7"
1942,03,"Març","11.7"
1942,04,"Abril","12.8"
1942,05,"Maig","16.5"
1942,06,"Juny","21.1"
1942,07,"Juliol","22.4"
1942,08,"Agost","21.9"
1942,09,"Setembre","20.4"
1942,10,"Octubre","18.2"
1942,11,"Novembre","10.8"
1942,12,"Desembre","8.7"
1943,01,"Gener","9.5"
1943,02,"Febrer","9.2"
1943,03,"Març","11.3"
1943,04,"Abril","14.3"
1943,05,"Maig","18.1"
1943,06,"Juny","21.7"
1943,07,"Juliol","23.2"
1943,08,"Agost","23.6"
1943,09,"Setembre","20.8"
1943,10,"Octubre","16.5"
1943,11,"Novembre","9.4"
1943,12,"Desembre","7.9"
1944,01,"Gener","9.5"
1944,02,"Febrer","5.8"
1944,03,"Març","9.4"
1944,04,"Abril","14.3"
1944,05,"Maig","17.0"
1944,06,"Juny","20.0"
1944,07,"Juliol","22.5"
1944,08,"Agost","24.3"
1944,09,"Setembre","20.0"
1944,10,"Octubre","13.6"
1944,11,"Novembre","11.5"
1944,12,"Desembre","7.3"
1945,01,"Gener","4.3"
1945,02,"Febrer","10.6"
1945,03,"Març","10.9"
1945,04,"Abril","15.3"
1945,05,"Maig","17.5"
1945,06,"Juny","22.3"
1945,07,"Juliol","24.1"
1945,08,"Agost","21.9"
1945,09,"Setembre","21.0"
1945,10,"Octubre","17.2"
1945,11,"Novembre","11.4"
1945,12,"Desembre","8.9"
1946,01,"Gener","6.6"
1946,02,"Febrer","9.6"
1946,03,"Març","9.4"
1946,04,"Abril","12.8"
1946,05,"Maig","15.0"
1946,06,"Juny","18.8"
1946,07,"Juliol","23.5"
1946,08,"Agost","22.4"
1946,09,"Setembre","21.4"
1946,10,"Octubre","16.7"
1946,11,"Novembre","10.9"
1946,12,"Desembre","6.5"
1947,01,"Gener","6.5"
1947,02,"Febrer","8.1"
1947,03,"Març","12.2"
1947,04,"Abril","14.5"
1947,05,"Maig","16.9"
1947,06,"Juny","22.3"
1947,07,"Juliol","25.1"
1947,08,"Agost","24.9"
1947,09,"Setembre","20.8"
1947,10,"Octubre","16.8"
1947,11,"Novembre","14.4"
1947,12,"Desembre","7.5"
1948,01,"Gener","9.4"
1948,02,"Febrer","9.1"
1948,03,"Març","13.1"
1948,04,"Abril","13.4"
1948,05,"Maig","16.3"
1948,06,"Juny","20.3"
1948,07,"Juliol","21.0"
1948,08,"Agost","23.4"
1948,09,"Setembre","20.3"
1948,10,"Octubre","16.6"
1948,11,"Novembre","14.0"
1948,12,"Desembre","10.3"
1949,01,"Gener","8.6"
1949,02,"Febrer","10.4"
1949,03,"Març","9.7"
1949,04,"Abril","15.1"
1949,05,"Maig","14.8"
1949,06,"Juny","20.9"
1949,07,"Juliol","25.6"
1949,08,"Agost","24.0"
1949,09,"Setembre","22.6"
1949,10,"Octubre","17.7"
1949,11,"Novembre","11.7"
1949,12,"Desembre","9.1"
1950,01,"Gener","8.4"
1950,02,"Febrer","10.1"
1950,03,"Març","11.4"
1950,04,"Abril","11.5"
1950,05,"Maig","16.6"
1950,06,"Juny","22.2"
1950,07,"Juliol","25.6"
1950,08,"Agost","22.9"
1950,09,"Setembre","20.6"
1950,10,"Octubre","17.1"
1950,11,"Novembre","13.1"
1950,12,"Desembre","5.9"
1951,01,"Gener","8.1"
1951,02,"Febrer","8.2"
1951,03,"Març","9.9"
1951,04,"Abril","11.5"
1951,05,"Maig","14.2"
1951,06,"Juny","20.1"
1951,07,"Juliol","22.6"
1951,08,"Agost","21.6"
1951,09,"Setembre","20.1"
1951,10,"Octubre","14.4"
1951,11,"Novembre","11.6"
1951,12,"Desembre","9.5"
1952,01,"Gener","5.7"
1952,02,"Febrer","7.6"
1952,03,"Març","12.3"
1952,04,"Abril","13.5"
1952,05,"Maig","17.8"
1952,06,"Juny","22.5"
1952,07,"Juliol","24.3"
1952,08,"Agost","23.6"
1952,09,"Setembre","18.7"
1952,10,"Octubre","16.6"
1952,11,"Novembre","10.9"
1952,12,"Desembre","8.3"
1953,01,"Gener","6.7"
1953,02,"Febrer","7.1"
1953,03,"Març","10.0"
1953,04,"Abril","13.3"
1953,05,"Maig","18.7"
1953,06,"Juny","18.5"
1953,07,"Juliol","21.9"
1953,08,"Agost","23.0"
1953,09,"Setembre","20.7"
1953,10,"Octubre","16.1"
1953,11,"Novembre","12.8"
1953,12,"Desembre","11.2"
1954,01,"Gener","6.1"
1954,02,"Febrer","6.8"
1954,03,"Març","10.7"
1954,04,"Abril","11.4"
1954,05,"Maig","15.0"
1954,06,"Juny","19.6"
1954,07,"Juliol","20.6"
1954,08,"Agost","21.5"
1954,09,"Setembre","20.2"
1954,10,"Octubre","17.4"
1954,11,"Novembre","13.3"
1954,12,"Desembre","10.0"
1955,01,"Gener","10.6"
1955,02,"Febrer","8.6"
1955,03,"Març","9.7"
1955,04,"Abril","13.8"
1955,05,"Maig","16.8"
1955,06,"Juny","19.6"
1955,07,"Juliol","23.4"
1955,08,"Agost","22.8"
1955,09,"Setembre","19.8"
1955,10,"Octubre","15.3"
1955,11,"Novembre","11.3"
1955,12,"Desembre","10.6"
1956,01,"Gener","8.9"
1956,02,"Febrer","2.5"
1956,03,"Març","10.4"
1956,04,"Abril","11.2"
1956,05,"Maig","17.0"
1956,06,"Juny","17.7"
1956,07,"Juliol","22.4"
1956,08,"Agost","22.0"
1956,09,"Setembre","21.0"
1956,10,"Octubre","15.0"
1956,11,"Novembre","9.1"
1956,12,"Desembre","8.1"
1957,01,"Gener","7.3"
1957,02,"Febrer","11.0"
1957,03,"Març","12.2"
1957,04,"Abril","12.4"
1957,05,"Maig","14.1"
1957,06,"Juny","18.5"
1957,07,"Juliol","22.0"
1957,08,"Agost","21.9"
1957,09,"Setembre","20.2"
1957,10,"Octubre","15.1"
1957,11,"Novembre","10.8"
1957,12,"Desembre","7.8"
1958,01,"Gener","7.3"
1958,02,"Febrer","10.5"
1958,03,"Març","10.3"
1958,04,"Abril","11.1"
1958,05,"Maig","17.3"
1958,06,"Juny","19.4"
1958,07,"Juliol","22.0"
1958,08,"Agost","22.8"
1958,09,"Setembre","21.7"
1958,10,"Octubre","15.9"
1958,11,"Novembre","11.6"
1958,12,"Desembre","9.6"
1959,01,"Gener","8.2"
1959,02,"Febrer","9.5"
1959,03,"Març","11.4"
1959,04,"Abril","13.4"
